TAZ,TAD,OldDistric,County,District,New DistrictName
698,52.0,9.0,King,6,East Side
699,52.0,9.0,King,6,East Side
700,52.0,9.0,King,6,East Side
701,52.0,9.0,King,6,East Side
702,52.0,9.0,King,6,East Side
703,52.0,9.0,King,6,East Side
704,52.0,9.0,King,6,East Side
705,52.0,9.0,King,6,East Side
706,52.0,9.0,King,6,East Side
707,52.0,9.0,King,6,East Side
708,52.0,9.0,King,6,East Side
709,52.0,9.0,King,6,East Side
710,52.0,9.0,King,6,East Side
711,52.0,9.0,King,6,East Side
712,52.0,9.0,King,6,East Side
713,52.0,9.0,King,6,East Side
714,52.0,9.0,King,6,East Side
715,52.0,9.0,King,6,East Side
716,52.0,9.0,King,6,East Side
717,52.0,9.0,King,6,East Side
718,52.0,9.0,King,6,East Side
719,52.0,9.0,King,6,East Side
720,53.0,9.0,King,6,East Side
721,52.0,9.0,King,6,East Side
722,52.0,9.0,King,6,East Side
723,52.0,9.0,King,6,East Side
724,52.0,9.0,King,6,East Side
725,52.0,9.0,King,6,East Side
726,52.0,9.0,King,6,East Side
727,52.0,9.0,King,6,East Side
728,52.0,9.0,King,6,East Side
729,52.0,9.0,King,6,East Side
730,52.0,9.0,King,6,East Side
731,52.0,9.0,King,6,East Side
732,52.0,9.0,King,6,East Side
733,52.0,9.0,King,6,East Side
734,52.0,9.0,King,6,East Side
735,52.0,9.0,King,6,East Side
736,52.0,9.0,King,6,East Side
737,52.0,9.0,King,6,East Side
738,52.0,9.0,King,6,East Side
739,52.0,9.0,King,6,East Side
740,52.0,9.0,King,6,East Side
741,52.0,9.0,King,6,East Side
742,52.0,9.0,King,6,East Side
743,52.0,9.0,King,6,East Side
744,52.0,9.0,King,6,East Side
745,52.0,9.0,King,6,East Side
746,52.0,9.0,King,6,East Side
747,52.0,9.0,King,6,East Side
748,52.0,9.0,King,6,East Side
749,52.0,9.0,King,6,East Side
750,52.0,9.0,King,6,East Side
751,52.0,9.0,King,6,East Side
752,52.0,9.0,King,6,East Side
753,52.0,9.0,King,6,East Side
754,52.0,9.0,King,6,East Side
755,52.0,9.0,King,6,East Side
756,52.0,9.0,King,6,East Side
757,52.0,9.0,King,6,East Side
758,52.0,9.0,King,6,East Side
759,52.0,9.0,King,6,East Side
760,52.0,9.0,King,6,East Side
761,52.0,9.0,King,6,East Side
762,52.0,9.0,King,6,East Side
763,52.0,9.0,King,6,East Side
764,52.0,9.0,King,6,East Side
765,52.0,9.0,King,6,East Side
766,52.0,9.0,King,6,East Side
767,52.0,9.0,King,6,East Side
768,56.0,9.0,King,6,East Side
769,56.0,9.0,King,6,East Side
770,56.0,9.0,King,6,East Side
771,52.0,9.0,King,6,East Side
772,56.0,9.0,King,6,East Side
773,56.0,9.0,King,6,East Side
774,52.0,9.0,King,6,East Side
775,56.0,9.0,King,6,East Side
776,52.0,9.0,King,6,East Side
777,52.0,9.0,King,6,East Side
778,52.0,9.0,King,6,East Side
779,52.0,9.0,King,6,East Side
780,52.0,9.0,King,6,East Side
781,52.0,9.0,King,6,East Side
782,52.0,9.0,King,6,East Side
783,52.0,9.0,King,6,East Side
784,52.0,9.0,King,6,East Side
785,56.0,9.0,King,6,East Side
786,56.0,9.0,King,6,East Side
787,56.0,9.0,King,6,East Side
788,56.0,9.0,King,6,East Side
789,56.0,9.0,King,6,East Side
790,56.0,9.0,King,6,East Side
791,56.0,9.0,King,6,East Side
792,56.0,9.0,King,6,East Side
793,56.0,9.0,King,6,East Side
794,56.0,9.0,King,6,East Side
795,56.0,9.0,King,6,East Side
796,52.0,9.0,King,6,East Side
797,52.0,9.0,King,6,East Side
798,52.0,9.0,King,6,East Side
799,52.0,9.0,King,6,East Side
800,52.0,9.0,King,6,East Side
801,52.0,9.0,King,6,East Side
802,56.0,9.0,King,6,East Side
803,56.0,9.0,King,6,East Side
804,56.0,9.0,King,6,East Side
805,56.0,9.0,King,6,East Side
806,56.0,9.0,King,6,East Side
807,56.0,9.0,King,6,East Side
808,56.0,9.0,King,6,East Side
809,56.0,9.0,King,6,East Side
810,56.0,9.0,King,6,East Side
811,56.0,9.0,King,6,East Side
812,56.0,9.0,King,6,East Side
813,56.0,9.0,King,6,East Side
814,56.0,9.0,King,6,East Side
815,55.0,9.0,King,6,East Side
816,55.0,9.0,King,6,East Side
817,55.0,9.0,King,6,East Side
818,55.0,9.0,King,6,East Side
819,55.0,9.0,King,6,East Side
820,55.0,9.0,King,6,East Side
821,55.0,9.0,King,6,East Side
822,55.0,9.0,King,6,East Side
823,55.0,9.0,King,6,East Side
824,55.0,9.0,King,6,East Side
825,55.0,9.0,King,6,East Side
826,55.0,9.0,King,6,East Side
827,55.0,9.0,King,6,East Side
828,55.0,9.0,King,6,East Side
829,55.0,9.0,King,6,East Side
830,55.0,9.0,King,6,East Side
831,55.0,9.0,King,6,East Side
832,55.0,9.0,King,6,East Side
833,55.0,9.0,King,6,East Side
834,55.0,9.0,King,6,East Side
835,55.0,9.0,King,6,East Side
836,55.0,9.0,King,6,East Side
837,55.0,9.0,King,6,East Side
838,55.0,9.0,King,6,East Side
839,55.0,9.0,King,6,East Side
840,55.0,9.0,King,6,East Side
841,55.0,9.0,King,6,East Side
842,55.0,9.0,King,6,East Side
843,55.0,9.0,King,6,East Side
844,55.0,9.0,King,6,East Side
845,55.0,9.0,King,6,East Side
846,55.0,9.0,King,6,East Side
847,55.0,9.0,King,6,East Side
848,55.0,9.0,King,6,East Side
849,55.0,9.0,King,6,East Side
850,55.0,9.0,King,6,East Side
851,55.0,9.0,King,6,East Side
852,55.0,9.0,King,6,East Side
853,55.0,9.0,King,6,East Side
854,55.0,9.0,King,6,East Side
855,55.0,9.0,King,6,East Side
856,55.0,9.0,King,6,East Side
857,55.0,9.0,King,6,East Side
858,55.0,9.0,King,6,East Side
859,55.0,9.0,King,6,East Side
860,55.0,9.0,King,6,East Side
861,56.0,9.0,King,6,East Side
862,56.0,9.0,King,6,East Side
863,56.0,9.0,King,6,East Side
864,56.0,9.0,King,6,East Side
865,56.0,9.0,King,6,East Side
866,56.0,9.0,King,6,East Side
867,56.0,9.0,King,6,East Side
868,56.0,9.0,King,6,East Side
869,56.0,9.0,King,6,East Side
870,56.0,9.0,King,6,East Side
871,56.0,9.0,King,6,East Side
872,56.0,9.0,King,6,East Side
873,56.0,9.0,King,6,East Side
874,56.0,9.0,King,6,East Side
875,53.0,9.0,King,6,East Side
876,53.0,9.0,King,6,East Side
877,61.0,9.0,King,6,East Side
878,56.0,9.0,King,6,East Side
879,56.0,9.0,King,6,East Side
880,56.0,9.0,King,6,East Side
881,56.0,9.0,King,6,East Side
882,56.0,9.0,King,6,East Side
883,56.0,9.0,King,6,East Side
884,56.0,9.0,King,6,East Side
885,61.0,9.0,King,6,East Side
886,61.0,9.0,King,6,East Side
887,61.0,9.0,King,6,East Side
888,61.0,9.0,King,6,East Side
889,61.0,9.0,King,6,East Side
890,61.0,9.0,King,6,East Side
891,56.0,9.0,King,6,East Side
892,56.0,9.0,King,6,East Side
893,56.0,9.0,King,6,East Side
894,61.0,9.0,King,6,East Side
895,61.0,9.0,King,6,East Side
896,60.0,9.0,King,6,East Side
897,60.0,9.0,King,6,East Side
898,52.0,9.0,King,6,East Side
899,55.0,9.0,King,6,East Side
900,55.0,9.0,King,6,East Side
901,59.0,9.0,King,6,East Side
902,59.0,9.0,King,6,East Side
903,59.0,9.0,King,6,East Side
904,59.0,9.0,King,6,East Side
905,60.0,9.0,King,6,East Side
906,60.0,9.0,King,6,East Side
907,60.0,9.0,King,6,East Side
908,60.0,9.0,King,6,East Side
909,61.0,9.0,King,6,East Side
910,60.0,9.0,King,6,East Side
911,60.0,9.0,King,6,East Side
912,60.0,9.0,King,6,East Side
913,59.0,9.0,King,6,East Side
914,59.0,9.0,King,6,East Side
915,59.0,9.0,King,6,East Side
916,59.0,9.0,King,6,East Side
917,60.0,9.0,King,6,East Side
918,60.0,9.0,King,6,East Side
931,51.0,9.0,King,6,East Side
932,51.0,9.0,King,6,East Side
933,51.0,9.0,King,6,East Side
934,51.0,9.0,King,6,East Side
935,51.0,9.0,King,6,East Side
936,51.0,9.0,King,6,East Side
937,51.0,9.0,King,6,East Side
938,51.0,9.0,King,6,East Side
939,51.0,9.0,King,6,East Side
940,51.0,9.0,King,6,East Side
941,51.0,9.0,King,6,East Side
942,51.0,9.0,King,6,East Side
943,51.0,9.0,King,6,East Side
944,51.0,9.0,King,6,East Side
945,51.0,9.0,King,6,East Side
946,51.0,9.0,King,6,East Side
947,51.0,9.0,King,6,East Side
948,51.0,9.0,King,6,East Side
949,51.0,9.0,King,6,East Side
950,51.0,9.0,King,6,East Side
951,51.0,9.0,King,6,East Side
952,51.0,9.0,King,6,East Side
953,51.0,9.0,King,6,East Side
954,51.0,9.0,King,6,East Side
955,51.0,9.0,King,6,East Side
956,51.0,9.0,King,6,East Side
957,51.0,9.0,King,6,East Side
958,51.0,9.0,King,6,East Side
959,51.0,9.0,King,6,East Side
960,51.0,9.0,King,6,East Side
961,51.0,9.0,King,6,East Side
962,51.0,9.0,King,6,East Side
963,51.0,9.0,King,6,East Side
964,51.0,9.0,King,6,East Side
965,51.0,9.0,King,6,East Side
966,48.0,8.0,King,6,East Side
967,48.0,8.0,King,6,East Side
968,48.0,8.0,King,6,East Side
969,48.0,8.0,King,6,East Side
970,51.0,9.0,King,6,East Side
971,51.0,9.0,King,6,East Side
972,51.0,9.0,King,6,East Side
973,51.0,9.0,King,6,East Side
974,51.0,9.0,King,6,East Side
975,51.0,9.0,King,6,East Side
976,51.0,9.0,King,6,East Side
977,51.0,9.0,King,6,East Side
978,51.0,9.0,King,6,East Side
979,51.0,9.0,King,6,East Side
980,51.0,9.0,King,6,East Side
981,51.0,9.0,King,6,East Side
982,53.0,9.0,King,6,East Side
983,53.0,9.0,King,6,East Side
984,53.0,9.0,King,6,East Side
985,53.0,9.0,King,6,East Side
986,53.0,9.0,King,6,East Side
987,53.0,9.0,King,6,East Side
988,53.0,9.0,King,6,East Side
989,53.0,9.0,King,6,East Side
990,53.0,9.0,King,6,East Side
991,53.0,9.0,King,6,East Side
992,53.0,9.0,King,6,East Side
993,53.0,9.0,King,6,East Side
994,53.0,9.0,King,6,East Side
995,53.0,9.0,King,6,East Side
996,53.0,9.0,King,6,East Side
997,53.0,9.0,King,6,East Side
998,53.0,9.0,King,6,East Side
999,53.0,9.0,King,6,East Side
1000,53.0,9.0,King,6,East Side
1001,53.0,9.0,King,6,East Side
1002,53.0,9.0,King,6,East Side
1003,53.0,9.0,King,6,East Side
1004,53.0,9.0,King,6,East Side
1005,53.0,9.0,King,6,East Side
1006,53.0,9.0,King,6,East Side
1007,53.0,9.0,King,6,East Side
1008,53.0,9.0,King,6,East Side
1009,53.0,9.0,King,6,East Side
1010,53.0,9.0,King,6,East Side
1011,53.0,9.0,King,6,East Side
1012,53.0,9.0,King,6,East Side
1013,53.0,9.0,King,6,East Side
1014,53.0,9.0,King,6,East Side
1015,53.0,9.0,King,6,East Side
1016,53.0,9.0,King,6,East Side
1017,53.0,9.0,King,6,East Side
1018,53.0,9.0,King,6,East Side
1019,53.0,9.0,King,6,East Side
1020,53.0,9.0,King,6,East Side
1021,53.0,9.0,King,6,East Side
1022,53.0,9.0,King,6,East Side
1023,53.0,9.0,King,6,East Side
1024,53.0,9.0,King,6,East Side
1025,53.0,9.0,King,6,East Side
1026,53.0,9.0,King,6,East Side
1027,53.0,9.0,King,6,East Side
1028,53.0,9.0,King,6,East Side
1029,53.0,9.0,King,6,East Side
1030,53.0,9.0,King,6,East Side
1031,53.0,9.0,King,6,East Side
1032,53.0,9.0,King,6,East Side
1033,53.0,9.0,King,6,East Side
1034,53.0,9.0,King,6,East Side
1035,53.0,9.0,King,6,East Side
1036,53.0,9.0,King,6,East Side
1037,53.0,9.0,King,6,East Side
1038,53.0,9.0,King,6,East Side
1039,53.0,9.0,King,6,East Side
1040,53.0,9.0,King,6,East Side
1041,53.0,9.0,King,6,East Side
1042,53.0,9.0,King,6,East Side
1043,53.0,9.0,King,6,East Side
1044,53.0,9.0,King,6,East Side
1045,53.0,9.0,King,6,East Side
1046,53.0,9.0,King,6,East Side
1047,53.0,9.0,King,6,East Side
1048,53.0,9.0,King,6,East Side
1049,53.0,9.0,King,6,East Side
1050,53.0,9.0,King,6,East Side
1051,53.0,9.0,King,6,East Side
1052,53.0,9.0,King,6,East Side
1053,53.0,9.0,King,6,East Side
1054,53.0,9.0,King,6,East Side
1055,53.0,9.0,King,6,East Side
1056,53.0,9.0,King,6,East Side
1057,53.0,9.0,King,6,East Side
1058,53.0,9.0,King,6,East Side
1059,53.0,9.0,King,6,East Side
1060,53.0,9.0,King,6,East Side
1061,53.0,9.0,King,6,East Side
1062,53.0,9.0,King,6,East Side
1063,53.0,9.0,King,6,East Side
1064,53.0,9.0,King,6,East Side
1065,53.0,9.0,King,6,East Side
1066,53.0,9.0,King,6,East Side
1067,53.0,9.0,King,6,East Side
1068,53.0,9.0,King,6,East Side
1069,53.0,9.0,King,6,East Side
1070,53.0,9.0,King,6,East Side
1071,53.0,9.0,King,6,East Side
1072,53.0,9.0,King,6,East Side
1073,53.0,9.0,King,6,East Side
1074,53.0,9.0,King,6,East Side
1075,53.0,9.0,King,6,East Side
1076,53.0,9.0,King,6,East Side
1077,53.0,9.0,King,6,East Side
1078,53.0,9.0,King,6,East Side
1079,53.0,9.0,King,6,East Side
1080,53.0,9.0,King,6,East Side
1081,53.0,9.0,King,6,East Side
1082,53.0,9.0,King,6,East Side
1083,53.0,9.0,King,6,East Side
1084,53.0,9.0,King,6,East Side
1085,53.0,9.0,King,6,East Side
1086,53.0,9.0,King,6,East Side
1087,53.0,9.0,King,6,East Side
1088,53.0,9.0,King,6,East Side
1089,53.0,9.0,King,6,East Side
1090,53.0,9.0,King,6,East Side
1091,51.0,9.0,King,6,East Side
1092,54.0,9.0,King,6,East Side
1093,54.0,9.0,King,6,East Side
1094,54.0,9.0,King,6,East Side
1095,54.0,9.0,King,6,East Side
1096,54.0,9.0,King,6,East Side
1097,54.0,9.0,King,6,East Side
1098,53.0,9.0,King,6,East Side
1099,53.0,9.0,King,6,East Side
1100,53.0,9.0,King,6,East Side
1101,53.0,9.0,King,6,East Side
1102,53.0,9.0,King,6,East Side
1103,53.0,9.0,King,6,East Side
1104,53.0,9.0,King,6,East Side
1105,53.0,9.0,King,6,East Side
1106,53.0,9.0,King,6,East Side
1107,53.0,9.0,King,6,East Side
1108,54.0,9.0,King,6,East Side
1109,54.0,9.0,King,6,East Side
1110,54.0,9.0,King,6,East Side
1111,54.0,9.0,King,6,East Side
1112,54.0,9.0,King,6,East Side
1113,54.0,9.0,King,6,East Side
1114,54.0,9.0,King,6,East Side
1115,54.0,9.0,King,6,East Side
1116,54.0,9.0,King,6,East Side
1117,54.0,9.0,King,6,East Side
1118,54.0,9.0,King,6,East Side
1119,54.0,9.0,King,6,East Side
1120,54.0,9.0,King,6,East Side
1121,54.0,9.0,King,6,East Side
1122,54.0,9.0,King,6,East Side
1123,54.0,9.0,King,6,East Side
1124,54.0,9.0,King,6,East Side
1125,54.0,9.0,King,6,East Side
1126,54.0,9.0,King,6,East Side
1127,54.0,9.0,King,6,East Side
1128,54.0,9.0,King,6,East Side
1129,54.0,9.0,King,6,East Side
1130,54.0,9.0,King,6,East Side
1131,54.0,9.0,King,6,East Side
1132,54.0,9.0,King,6,East Side
1133,54.0,9.0,King,6,East Side
1134,54.0,9.0,King,6,East Side
1135,54.0,9.0,King,6,East Side
1136,53.0,9.0,King,6,East Side
1137,53.0,9.0,King,6,East Side
1138,53.0,9.0,King,6,East Side
1139,53.0,9.0,King,6,East Side
1140,53.0,9.0,King,6,East Side
1141,53.0,9.0,King,6,East Side
1142,53.0,9.0,King,6,East Side
1143,54.0,9.0,King,6,East Side
1144,54.0,9.0,King,6,East Side
1145,54.0,9.0,King,6,East Side
1146,62.0,9.0,King,6,East Side
1147,53.0,9.0,King,6,East Side
1148,53.0,9.0,King,6,East Side
1149,53.0,9.0,King,6,East Side
1150,53.0,9.0,King,6,East Side
1151,53.0,9.0,King,6,East Side
1152,53.0,9.0,King,6,East Side
1153,53.0,9.0,King,6,East Side
1154,53.0,9.0,King,6,East Side
1155,53.0,9.0,King,6,East Side
1156,53.0,9.0,King,6,East Side
1157,53.0,9.0,King,6,East Side
1158,53.0,9.0,King,6,East Side
1159,53.0,9.0,King,6,East Side
1160,53.0,9.0,King,6,East Side
1161,53.0,9.0,King,6,East Side
1162,53.0,9.0,King,6,East Side
1163,53.0,9.0,King,6,East Side
1164,53.0,9.0,King,6,East Side
1165,53.0,9.0,King,6,East Side
1166,53.0,9.0,King,6,East Side
1167,53.0,9.0,King,6,East Side
1168,53.0,9.0,King,6,East Side
1169,53.0,9.0,King,6,East Side
1170,53.0,9.0,King,6,East Side
1171,53.0,9.0,King,6,East Side
1172,53.0,9.0,King,6,East Side
1173,53.0,9.0,King,6,East Side
1174,53.0,9.0,King,6,East Side
1175,53.0,9.0,King,6,East Side
1176,53.0,9.0,King,6,East Side
1177,61.0,9.0,King,6,East Side
1178,61.0,9.0,King,6,East Side
1179,61.0,9.0,King,6,East Side
1180,61.0,9.0,King,6,East Side
1181,61.0,9.0,King,6,East Side
1182,53.0,9.0,King,6,East Side
1183,61.0,9.0,King,6,East Side
1184,53.0,9.0,King,6,East Side
1185,53.0,9.0,King,6,East Side
1186,53.0,9.0,King,6,East Side
1187,53.0,9.0,King,6,East Side
1188,53.0,9.0,King,6,East Side
1189,61.0,9.0,King,6,East Side
1190,61.0,9.0,King,6,East Side
1191,61.0,9.0,King,6,East Side
1192,61.0,9.0,King,6,East Side
1193,61.0,9.0,King,6,East Side
1194,61.0,9.0,King,6,East Side
1195,61.0,9.0,King,6,East Side
1196,61.0,9.0,King,6,East Side
1197,60.0,9.0,King,6,East Side
1198,61.0,9.0,King,6,East Side
1199,61.0,9.0,King,6,East Side
1200,61.0,9.0,King,6,East Side
1201,62.0,9.0,King,6,East Side
1202,62.0,9.0,King,6,East Side
1203,62.0,9.0,King,6,East Side
1204,62.0,9.0,King,6,East Side
1205,62.0,9.0,King,6,East Side
1206,62.0,9.0,King,6,East Side
1207,62.0,9.0,King,6,East Side
1208,54.0,9.0,King,6,East Side
1209,54.0,9.0,King,6,East Side
1210,54.0,9.0,King,6,East Side
1211,54.0,9.0,King,6,East Side
1212,54.0,9.0,King,6,East Side
1213,54.0,9.0,King,6,East Side
1214,54.0,9.0,King,6,East Side
1215,54.0,9.0,King,6,East Side
1231,40.0,7.0,King,6,East Side
1232,40.0,7.0,King,6,East Side
1233,41.0,6.0,King,6,East Side
1234,40.0,7.0,King,6,East Side
1235,40.0,7.0,King,6,East Side
1236,37.0,5.0,King,7,Renton-FedWay-Kent
1237,20.0,6.0,King,7,Renton-FedWay-Kent
1238,20.0,6.0,King,7,Renton-FedWay-Kent
1239,20.0,6.0,King,7,Renton-FedWay-Kent
1240,19.0,6.0,King,7,Renton-FedWay-Kent
1241,17.0,10.0,King,5,West-South Seattle
1242,43.0,8.0,King,6,East Side
1243,14.0,10.0,King,5,West-South Seattle
1244,14.0,10.0,King,5,West-South Seattle
1245,14.0,10.0,King,5,West-South Seattle
1246,13.0,12.0,King,4,Seattle CBD
1247,11.0,11.0,King,4,Seattle CBD
1248,11.0,11.0,King,4,Seattle CBD
1249,11.0,11.0,King,4,Seattle CBD
1250,11.0,11.0,King,4,Seattle CBD
1251,11.0,11.0,King,4,Seattle CBD
1252,12.0,12.0,King,4,Seattle CBD
1253,11.0,11.0,King,4,Seattle CBD
1254,10.0,12.0,King,4,Seattle CBD
1255,10.0,12.0,King,4,Seattle CBD
1256,9.0,12.0,King,4,Seattle CBD
1257,10.0,12.0,King,4,Seattle CBD
1258,5.0,13.0,King,3,North Seattle-Shoreline
1259,7.0,13.0,King,3,North Seattle-Shoreline
1260,6.0,13.0,King,3,North Seattle-Shoreline
1261,4.0,13.0,King,3,North Seattle-Shoreline
1262,4.0,13.0,King,3,North Seattle-Shoreline
1263,5.0,13.0,King,3,North Seattle-Shoreline
1264,5.0,13.0,King,3,North Seattle-Shoreline
1265,5.0,13.0,King,3,North Seattle-Shoreline
1266,2.0,13.0,King,3,North Seattle-Shoreline
1267,2.0,13.0,King,3,North Seattle-Shoreline
1268,1.0,13.0,King,3,North Seattle-Shoreline
1269,1.0,13.0,King,3,North Seattle-Shoreline
1270,1.0,13.0,King,3,North Seattle-Shoreline
1271,2.0,13.0,King,3,North Seattle-Shoreline
1272,2.0,13.0,King,3,North Seattle-Shoreline
1273,1.0,13.0,King,3,North Seattle-Shoreline
1274,1.0,13.0,King,3,North Seattle-Shoreline
1275,82.0,15.0,Snohomish,2,Everett-Lynwood-Edmonds
1276,85.0,16.0,Snohomish,1,Suburban Snohomish
1277,80.0,16.0,Snohomish,1,Suburban Snohomish
1278,76.0,16.0,Snohomish,1,Suburban Snohomish
1279,78.0,15.0,Snohomish,2,Everett-Lynwood-Edmonds
1280,71.0,17.0,Snohomish,2,Everett-Lynwood-Edmonds
1281,71.0,17.0,Snohomish,2,Everett-Lynwood-Edmonds
1282,69.0,17.0,Snohomish,2,Everett-Lynwood-Edmonds
1283,69.0,18.0,Snohomish,2,Everett-Lynwood-Edmonds
1284,64.0,18.0,Snohomish,1,Suburban Snohomish
1285,64.0,18.0,Snohomish,1,Suburban Snohomish
1286,65.0,18.0,Snohomish,1,Suburban Snohomish
1287,65.0,18.0,Snohomish,1,Suburban Snohomish
1288,68.0,18.0,Snohomish,1,Suburban Snohomish
1289,67.0,18.0,Snohomish,1,Suburban Snohomish
1290,72.0,18.0,Snohomish,1,Suburban Snohomish
1291,72.0,18.0,Snohomish,1,Suburban Snohomish
1292,77.0,18.0,Snohomish,1,Suburban Snohomish
1293,77.0,18.0,Snohomish,1,Suburban Snohomish
1294,87.0,16.0,Snohomish,1,Suburban Snohomish
1295,62.0,9.0,King,6,East Side
1296,63.0,9.0,King,6,East Side
1297,49.0,7.0,King,6,East Side
1298,48.0,8.0,King,6,East Side
1299,49.0,7.0,King,6,East Side
1300,45.0,7.0,King,6,East Side
1301,42.0,7.0,King,6,East Side
1302,45.0,7.0,King,6,East Side
1303,42.0,7.0,King,6,East Side
1304,42.0,7.0,King,6,East Side
1305,63.0,9.0,King,6,East Side
1306,63.0,7.0,King,6,East Side
1307,63.0,7.0,King,6,East Side
1308,40.0,7.0,King,6,East Side
1309,39.0,7.0,King,6,East Side
1310,39.0,7.0,King,6,East Side
1311,38.0,5.0,King,7,Renton-FedWay-Kent
1312,39.0,7.0,King,6,East Side
1313,39.0,7.0,King,6,East Side
1314,40.0,7.0,King,6,East Side
1315,35.0,5.0,King,7,Renton-FedWay-Kent
1316,34.0,5.0,King,7,Renton-FedWay-Kent
1317,30.0,4.0,King,7,Renton-FedWay-Kent
1318,111.0,2.0,Pierce,10,South Pierce
1319,99.0,1.0,Pierce,10,South Pierce
1320,94.0,2.0,Pierce,10,South Pierce
1321,105.0,1.0,Pierce,10,South Pierce
1322,88.0,1.0,Pierce,11,S.Kitsap
1323,90.0,3.0,Pierce,8,Tacoma
1324,28.0,4.0,King,7,Renton-FedWay-Kent
1325,25.0,5.0,King,7,Renton-FedWay-Kent
1326,33.0,5.0,King,7,Renton-FedWay-Kent
1327,23.0,5.0,King,7,Renton-FedWay-Kent
1328,36.0,5.0,King,7,Renton-FedWay-Kent
1329,20.0,6.0,King,7,Renton-FedWay-Kent
1330,20.0,6.0,King,7,Renton-FedWay-Kent
1331,26.0,4.0,King,7,Renton-FedWay-Kent
1332,23.0,5.0,King,7,Renton-FedWay-Kent
1333,19.0,6.0,King,7,Renton-FedWay-Kent
1334,21.0,6.0,King,5,West-South Seattle
1335,19.0,6.0,King,7,Renton-FedWay-Kent
1336,16.0,10.0,King,5,West-South Seattle
1337,15.0,10.0,King,5,West-South Seattle
1338,16.0,10.0,King,5,West-South Seattle
1339,9.0,12.0,King,4,Seattle CBD
1340,9.0,12.0,King,4,Seattle CBD
1341,9.0,12.0,King,4,Seattle CBD
1342,8.0,12.0,King,4,Seattle CBD
1343,6.0,13.0,King,3,North Seattle-Shoreline
1344,3.0,13.0,King,3,North Seattle-Shoreline
1345,8.0,12.0,King,4,Seattle CBD
1346,119.0,19.0,Kitsap,9,Kitsap
1347,112.0,19.0,Kitsap,9,Kitsap
1348,114.0,19.0,Kitsap,9,Kitsap
1349,112.0,19.0,Kitsap,9,Kitsap
1350,97.0,3.0,Pierce,8,Tacoma
1351,96.0,1.0,Pierce,10,South Pierce
1352,91.0,3.0,Pierce,8,Tacoma
1353,95.0,2.0,Pierce,10,South Pierce
1354,111.0,2.0,Pierce,10,South Pierce
1355,16.0,10.0,King,5,West-South Seattle
